provincia,delitos_de_mayor_incidencia,fecha,denuncias
EL ORO,Robo a unidades económicas,2022-05-01,39
ESMERALDAS,Robo a personas,2022-05-01,88
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,2
ESMERALDAS,Robo de motos,2022-05-01,85
ESMERALDAS,Robo de carros,2022-05-01,8
ESMERALDAS,Robo a domicilio,2022-05-01,23
ESMERALDAS,Robo a unidades económicas,2022-05-01,13
GUAYAS,Robo a personas,2022-05-01,1054
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,214
GUAYAS,Robo de motos,2022-05-01,382
GUAYAS,Robo de carros,2022-05-01,361
GUAYAS,Robo a domicilio,2022-05-01,135
GUAYAS,Robo a unidades económicas,2022-05-01,69
IMBABURA,Robo a personas,2022-05-01,29
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,17
IMBABURA,Robo de motos,2022-05-01,10
IMBABURA,Robo de carros,2022-05-01,3
IMBABURA,Robo a domicilio,2022-05-01,9
IMBABURA,Robo a unidades económicas,2022-05-01,11
LOJA,Robo a personas,2022-05-01,30
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,10
LOJA,Robo de motos,2022-05-01,7
LOJA,Robo de carros,2022-05-01,1
LOJA,Robo a domicilio,2022-05-01,18
LOJA,Robo a unidades económicas,2022-05-01,5
LOS RIOS,Robo a personas,2022-05-01,164
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,6
LOS RIOS,Robo de motos,2022-05-01,247
LOS RIOS,Robo de carros,2022-05-01,83
LOS RIOS,Robo a domicilio,2022-05-01,49
LOS RIOS,Robo a unidades económicas,2022-05-01,27
MANABI,Robo a personas,2022-05-01,85
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,17
MANABI,Robo de motos,2022-05-01,82
MANABI,Robo de carros,2022-05-01,52
MANABI,Robo a domicilio,2022-05-01,52
MANABI,Robo a unidades económicas,2022-05-01,39
MORONA SANTIAGO,Robo a personas,2022-05-01,4
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,0
MORONA SANTIAGO,Robo de motos,2022-05-01,0
MORONA SANTIAGO,Robo de carros,2022-05-01,0
MORONA SANTIAGO,Robo a domicilio,2022-05-01,7
MORONA SANTIAGO,Robo a unidades económicas,2022-05-01,2
NAPO,Robo a personas,2022-05-01,4
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,2
NAPO,Robo de motos,2022-05-01,0
NAPO,Robo de carros,2022-05-01,1
NAPO,Robo a domicilio,2022-05-01,9
NAPO,Robo a unidades económicas,2022-05-01,2
PASTAZA,Robo a personas,2022-05-01,6
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,0
PASTAZA,Robo de motos,2022-05-01,0
PASTAZA,Robo de carros,2022-05-01,1
PASTAZA,Robo a domicilio,2022-05-01,12
PASTAZA,Robo a unidades económicas,2022-05-01,2
PICHINCHA,Robo a personas,2022-05-01,604
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,289
PICHINCHA,Robo de motos,2022-05-01,120
PICHINCHA,Robo de carros,2022-05-01,189
PICHINCHA,Robo a domicilio,2022-05-01,157
PICHINCHA,Robo a unidades económicas,2022-05-01,129
TUNGURAHUA,Robo a personas,2022-05-01,49
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,31
TUNGURAHUA,Robo de motos,2022-05-01,2
TUNGURAHUA,Robo de carros,2022-05-01,14
TUNGURAHUA,Robo a domicilio,2022-05-01,23
TUNGURAHUA,Robo a unidades económicas,2022-05-01,15
ZAMORA CHINCHIPE,Robo a personas,2022-05-01,7
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,0
ZAMORA CHINCHIPE,Robo de motos,2022-05-01,0
ZAMORA CHINCHIPE,Robo de carros,2022-05-01,2
ZAMORA CHINCHIPE,Robo a domicilio,2022-05-01,1
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-05-01,1
GALAPAGOS,Robo a personas,2022-05-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,0
GALAPAGOS,Robo de motos,2022-05-01,0
GALAPAGOS,Robo de carros,2022-05-01,0
GALAPAGOS,Robo a domicilio,2022-05-01,0
GALAPAGOS,Robo a unidades económicas,2022-05-01,0
SUCUMBIOS,Robo a personas,2022-05-01,25
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,3
SUCUMBIOS,Robo de motos,2022-05-01,15
SUCUMBIOS,Robo de carros,2022-05-01,1
SUCUMBIOS,Robo a domicilio,2022-05-01,10
SUCUMBIOS,Robo a unidades económicas,2022-05-01,4
ORELLANA,Robo a personas,2022-05-01,13
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,1
ORELLANA,Robo de motos,2022-05-01,16
ORELLANA,Robo de carros,2022-05-01,3
ORELLANA,Robo a domicilio,2022-05-01,17
ORELLANA,Robo a unidades económicas,2022-05-01,1
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-05-01,57
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,11
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-05-01,40
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-05-01,62
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-05-01,32
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-05-01,15
SANTA ELENA,Robo a personas,2022-05-01,56
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,12
SANTA ELENA,Robo de motos,2022-05-01,12
SANTA ELENA,Robo de carros,2022-05-01,7
SANTA ELENA,Robo a domicilio,2022-05-01,20
SANTA ELENA,Robo a unidades económicas,2022-05-01,4
NACIONAL,Robo a personas,2022-05-01,2590
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-05-01,721
NACIONAL,Robo de motos,2022-05-01,1157
NACIONAL,Robo de carros,2022-05-01,860
NACIONAL,Robo a domicilio,2022-05-01,726
NACIONAL,Robo a unidades económicas,2022-05-01,426
AZUAY,Robo a personas,2022-06-01,69
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,51
AZUAY,Robo de motos,2022-06-01,18
AZUAY,Robo de carros,2022-06-01,11
AZUAY,Robo a domicilio,2022-06-01,35
AZUAY,Robo a unidades económicas,2022-06-01,21
BOLIVAR,Robo a personas,2022-06-01,1
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,0
BOLIVAR,Robo de motos,2022-06-01,4
BOLIVAR,Robo de carros,2022-06-01,0
BOLIVAR,Robo a domicilio,2022-06-01,1
BOLIVAR,Robo a unidades económicas,2022-06-01,1
CANAR,Robo a personas,2022-06-01,18
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,5
CANAR,Robo de motos,2022-06-01,8
CANAR,Robo de carros,2022-06-01,0
CANAR,Robo a domicilio,2022-06-01,14
CANAR,Robo a unidades económicas,2022-06-01,5
CARCHI,Robo a personas,2022-06-01,7
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,3
CARCHI,Robo de motos,2022-06-01,3
CARCHI,Robo de carros,2022-06-01,3
CARCHI,Robo a domicilio,2022-06-01,2
CARCHI,Robo a unidades económicas,2022-06-01,0
COTOPAXI,Robo a personas,2022-06-01,15
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,6
COTOPAXI,Robo de motos,2022-06-01,4
COTOPAXI,Robo de carros,2022-06-01,3
COTOPAXI,Robo a domicilio,2022-06-01,6
COTOPAXI,Robo a unidades económicas,2022-06-01,4
CHIMBORAZO,Robo a personas,2022-06-01,44
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,9
CHIMBORAZO,Robo de motos,2022-06-01,14
CHIMBORAZO,Robo de carros,2022-06-01,8
CHIMBORAZO,Robo a domicilio,2022-06-01,17
CHIMBORAZO,Robo a unidades económicas,2022-06-01,5
EL ORO,Robo a personas,2022-06-01,149
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,9
EL ORO,Robo de motos,2022-06-01,85
EL ORO,Robo de carros,2022-06-01,27
EL ORO,Robo a domicilio,2022-06-01,28
EL ORO,Robo a unidades económicas,2022-06-01,38
ESMERALDAS,Robo a personas,2022-06-01,105
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,1
ESMERALDAS,Robo de motos,2022-06-01,72
ESMERALDAS,Robo de carros,2022-06-01,5
ESMERALDAS,Robo a domicilio,2022-06-01,37
ESMERALDAS,Robo a unidades económicas,2022-06-01,11
GUAYAS,Robo a personas,2022-06-01,1052
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,249
GUAYAS,Robo de motos,2022-06-01,424
GUAYAS,Robo de carros,2022-06-01,364
GUAYAS,Robo a domicilio,2022-06-01,149
GUAYAS,Robo a unidades económicas,2022-06-01,87
IMBABURA,Robo a personas,2022-06-01,33
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,7
IMBABURA,Robo de motos,2022-06-01,8
IMBABURA,Robo de carros,2022-06-01,2
IMBABURA,Robo a domicilio,2022-06-01,11
IMBABURA,Robo a unidades económicas,2022-06-01,16
LOJA,Robo a personas,2022-06-01,27
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,10
LOJA,Robo de motos,2022-06-01,5
LOJA,Robo de carros,2022-06-01,1
LOJA,Robo a domicilio,2022-06-01,19
LOJA,Robo a unidades económicas,2022-06-01,5
LOS RIOS,Robo a personas,2022-06-01,134
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,5
LOS RIOS,Robo de motos,2022-06-01,210
LOS RIOS,Robo de carros,2022-06-01,81
LOS RIOS,Robo a domicilio,2022-06-01,24
LOS RIOS,Robo a unidades económicas,2022-06-01,15
MANABI,Robo a personas,2022-06-01,104
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,13
MANABI,Robo de motos,2022-06-01,68
MANABI,Robo de carros,2022-06-01,56
MANABI,Robo a domicilio,2022-06-01,47
MANABI,Robo a unidades económicas,2022-06-01,34
MORONA SANTIAGO,Robo a personas,2022-06-01,5
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,0
MORONA SANTIAGO,Robo de motos,2022-06-01,1
MORONA SANTIAGO,Robo de carros,2022-06-01,0
MORONA SANTIAGO,Robo a domicilio,2022-06-01,10
MORONA SANTIAGO,Robo a unidades económicas,2022-06-01,3
NAPO,Robo a personas,2022-06-01,14
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,3
NAPO,Robo de motos,2022-06-01,0
NAPO,Robo de carros,2022-06-01,0
NAPO,Robo a domicilio,2022-06-01,17
NAPO,Robo a unidades económicas,2022-06-01,2
PASTAZA,Robo a personas,2022-06-01,6
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,0
PASTAZA,Robo de motos,2022-06-01,2
PASTAZA,Robo de carros,2022-06-01,1
PASTAZA,Robo a domicilio,2022-06-01,7
PASTAZA,Robo a unidades económicas,2022-06-01,5
PICHINCHA,Robo a personas,2022-06-01,490
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,216
PICHINCHA,Robo de motos,2022-06-01,102
PICHINCHA,Robo de carros,2022-06-01,150
PICHINCHA,Robo a domicilio,2022-06-01,118
PICHINCHA,Robo a unidades económicas,2022-06-01,113
TUNGURAHUA,Robo a personas,2022-06-01,33
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,9
TUNGURAHUA,Robo de motos,2022-06-01,3
TUNGURAHUA,Robo de carros,2022-06-01,6
TUNGURAHUA,Robo a domicilio,2022-06-01,22
TUNGURAHUA,Robo a unidades económicas,2022-06-01,16
ZAMORA CHINCHIPE,Robo a personas,2022-06-01,3
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,0
ZAMORA CHINCHIPE,Robo de motos,2022-06-01,0
ZAMORA CHINCHIPE,Robo de carros,2022-06-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2022-06-01,10
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-06-01,2
GALAPAGOS,Robo a personas,2022-06-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,0
GALAPAGOS,Robo de motos,2022-06-01,0
GALAPAGOS,Robo de carros,2022-06-01,0
GALAPAGOS,Robo a domicilio,2022-06-01,2
GALAPAGOS,Robo a unidades económicas,2022-06-01,1
SUCUMBIOS,Robo a personas,2022-06-01,26
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,4
SUCUMBIOS,Robo de motos,2022-06-01,13
SUCUMBIOS,Robo de carros,2022-06-01,0
SUCUMBIOS,Robo a domicilio,2022-06-01,8
SUCUMBIOS,Robo a unidades económicas,2022-06-01,7
ORELLANA,Robo a personas,2022-06-01,10
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,3
ORELLANA,Robo de motos,2022-06-01,9
ORELLANA,Robo de carros,2022-06-01,1
ORELLANA,Robo a domicilio,2022-06-01,8
ORELLANA,Robo a unidades económicas,2022-06-01,6
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-06-01,87
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-06-01,61
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-06-01,93
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-06-01,28
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-06-01,25
SANTA ELENA,Robo a personas,2022-06-01,38
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,12
SANTA ELENA,Robo de motos,2022-06-01,8
SANTA ELENA,Robo de carros,2022-06-01,5
SANTA ELENA,Robo a domicilio,2022-06-01,30
SANTA ELENA,Robo a unidades económicas,2022-06-01,5
NACIONAL,Robo a personas,2022-06-01,2470
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-06-01,624
NACIONAL,Robo de motos,2022-06-01,1122
NACIONAL,Robo de carros,2022-06-01,817
NACIONAL,Robo a domicilio,2022-06-01,650
NACIONAL,Robo a unidades económicas,2022-06-01,427
AZUAY,Robo a personas,2022-07-01,71
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,45
AZUAY,Robo de motos,2022-07-01,21
AZUAY,Robo de carros,2022-07-01,11
AZUAY,Robo a domicilio,2022-07-01,25
AZUAY,Robo a unidades económicas,2022-07-01,36
BOLIVAR,Robo a personas,2022-07-01,4
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,2
BOLIVAR,Robo de motos,2022-07-01,10
BOLIVAR,Robo de carros,2022-07-01,2
BOLIVAR,Robo a domicilio,2022-07-01,9
BOLIVAR,Robo a unidades económicas,2022-07-01,1
CANAR,Robo a personas,2022-07-01,31
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,15
CANAR,Robo de motos,2022-07-01,11
CANAR,Robo de carros,2022-07-01,4
CANAR,Robo a domicilio,2022-07-01,12
CANAR,Robo a unidades económicas,2022-07-01,4
CARCHI,Robo a personas,2022-07-01,7
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,2
CARCHI,Robo de motos,2022-07-01,3
CARCHI,Robo de carros,2022-07-01,7
CARCHI,Robo a domicilio,2022-07-01,5
CARCHI,Robo a unidades económicas,2022-07-01,3
COTOPAXI,Robo a personas,2022-07-01,24
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,10
COTOPAXI,Robo de motos,2022-07-01,4
COTOPAXI,Robo de carros,2022-07-01,6
COTOPAXI,Robo a domicilio,2022-07-01,20
COTOPAXI,Robo a unidades económicas,2022-07-01,7
CHIMBORAZO,Robo a personas,2022-07-01,45
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,14
CHIMBORAZO,Robo de motos,2022-07-01,14
CHIMBORAZO,Robo de carros,2022-07-01,13
CHIMBORAZO,Robo a domicilio,2022-07-01,31
CHIMBORAZO,Robo a unidades económicas,2022-07-01,11
EL ORO,Robo a personas,2022-07-01,147
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,7
EL ORO,Robo de motos,2022-07-01,111
EL ORO,Robo de carros,2022-07-01,34
EL ORO,Robo a domicilio,2022-07-01,31
EL ORO,Robo a unidades económicas,2022-07-01,23
ESMERALDAS,Robo a personas,2022-07-01,129
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,5
ESMERALDAS,Robo de motos,2022-07-01,103
ESMERALDAS,Robo de carros,2022-07-01,10
ESMERALDAS,Robo a domicilio,2022-07-01,26
ESMERALDAS,Robo a unidades económicas,2022-07-01,11
GUAYAS,Robo a personas,2022-07-01,1067
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,214
GUAYAS,Robo de motos,2022-07-01,509
GUAYAS,Robo de carros,2022-07-01,391
GUAYAS,Robo a domicilio,2022-07-01,120
GUAYAS,Robo a unidades económicas,2022-07-01,76
IMBABURA,Robo a personas,2022-07-01,41
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,15
IMBABURA,Robo de motos,2022-07-01,11
IMBABURA,Robo de carros,2022-07-01,5
IMBABURA,Robo a domicilio,2022-07-01,17
IMBABURA,Robo a unidades económicas,2022-07-01,11
LOJA,Robo a personas,2022-07-01,32
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,9
LOJA,Robo de motos,2022-07-01,5
LOJA,Robo de carros,2022-07-01,0
LOJA,Robo a domicilio,2022-07-01,28
LOJA,Robo a unidades económicas,2022-07-01,5
LOS RIOS,Robo a personas,2022-07-01,158
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,5
LOS RIOS,Robo de motos,2022-07-01,255
LOS RIOS,Robo de carros,2022-07-01,115
LOS RIOS,Robo a domicilio,2022-07-01,28
LOS RIOS,Robo a unidades económicas,2022-07-01,19
MANABI,Robo a personas,2022-07-01,99
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,13
MANABI,Robo de motos,2022-07-01,101
MANABI,Robo de carros,2022-07-01,59
MANABI,Robo a domicilio,2022-07-01,48
MANABI,Robo a unidades económicas,2022-07-01,30
MORONA SANTIAGO,Robo a personas,2022-07-01,8
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,1
MORONA SANTIAGO,Robo de motos,2022-07-01,3
MORONA SANTIAGO,Robo de carros,2022-07-01,1
MORONA SANTIAGO,Robo a domicilio,2022-07-01,19
MORONA SANTIAGO,Robo a unidades económicas,2022-07-01,1
NAPO,Robo a personas,2022-07-01,12
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,2
NAPO,Robo de motos,2022-07-01,3
NAPO,Robo de carros,2022-07-01,3
NAPO,Robo a domicilio,2022-07-01,11
NAPO,Robo a unidades económicas,2022-07-01,6
PASTAZA,Robo a personas,2022-07-01,9
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,0
PASTAZA,Robo de motos,2022-07-01,0
PASTAZA,Robo de carros,2022-07-01,0
PASTAZA,Robo a domicilio,2022-07-01,10
PASTAZA,Robo a unidades económicas,2022-07-01,4
PICHINCHA,Robo a personas,2022-07-01,666
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,315
PICHINCHA,Robo de motos,2022-07-01,120
PICHINCHA,Robo de carros,2022-07-01,180
PICHINCHA,Robo a domicilio,2022-07-01,197
PICHINCHA,Robo a unidades económicas,2022-07-01,127
TUNGURAHUA,Robo a personas,2022-07-01,41
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,28
TUNGURAHUA,Robo de motos,2022-07-01,1
TUNGURAHUA,Robo de carros,2022-07-01,14
TUNGURAHUA,Robo a domicilio,2022-07-01,30
TUNGURAHUA,Robo a unidades económicas,2022-07-01,14
ZAMORA CHINCHIPE,Robo a personas,2022-07-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,0
ZAMORA CHINCHIPE,Robo de motos,2022-07-01,0
ZAMORA CHINCHIPE,Robo de carros,2022-07-01,1
ZAMORA CHINCHIPE,Robo a domicilio,2022-07-01,4
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-07-01,3
GALAPAGOS,Robo a personas,2022-07-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,0
GALAPAGOS,Robo de motos,2022-07-01,0
GALAPAGOS,Robo de carros,2022-07-01,0
GALAPAGOS,Robo a domicilio,2022-07-01,1
GALAPAGOS,Robo a unidades económicas,2022-07-01,0
SUCUMBIOS,Robo a personas,2022-07-01,28
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,2
SUCUMBIOS,Robo de motos,2022-07-01,23
SUCUMBIOS,Robo de carros,2022-07-01,3
SUCUMBIOS,Robo a domicilio,2022-07-01,23
SUCUMBIOS,Robo a unidades económicas,2022-07-01,3
ORELLANA,Robo a personas,2022-07-01,19
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,3
ORELLANA,Robo de motos,2022-07-01,8
ORELLANA,Robo de carros,2022-07-01,4
ORELLANA,Robo a domicilio,2022-07-01,9
ORELLANA,Robo a unidades económicas,2022-07-01,3
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-07-01,59
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,13
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-07-01,52
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-07-01,142
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-07-01,27
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-07-01,31
SANTA ELENA,Robo a personas,2022-07-01,66
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,7
SANTA ELENA,Robo de motos,2022-07-01,8
SANTA ELENA,Robo de carros,2022-07-01,10
SANTA ELENA,Robo a domicilio,2022-07-01,26
SANTA ELENA,Robo a unidades económicas,2022-07-01,4
NACIONAL,Robo a personas,2022-07-01,2765
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-07-01,727
NACIONAL,Robo de motos,2022-07-01,1376
NACIONAL,Robo de carros,2022-07-01,1015
NACIONAL,Robo a domicilio,2022-07-01,757
NACIONAL,Robo a unidades económicas,2022-07-01,433
AZUAY,Robo a personas,2022-08-01,73
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,55
AZUAY,Robo de motos,2022-08-01,30
AZUAY,Robo de carros,2022-08-01,12
AZUAY,Robo a domicilio,2022-08-01,49
AZUAY,Robo a unidades económicas,2022-08-01,18
BOLIVAR,Robo a personas,2022-08-01,6
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,4
BOLIVAR,Robo de motos,2022-08-01,2
BOLIVAR,Robo de carros,2022-08-01,2
BOLIVAR,Robo a domicilio,2022-08-01,7
BOLIVAR,Robo a unidades económicas,2022-08-01,3
CANAR,Robo a personas,2022-08-01,29
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,12
CANAR,Robo de motos,2022-08-01,15
CANAR,Robo de carros,2022-08-01,6
CANAR,Robo a domicilio,2022-08-01,16
CANAR,Robo a unidades económicas,2022-08-01,5
CARCHI,Robo a personas,2022-08-01,9
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,3
CARCHI,Robo de motos,2022-08-01,2
CARCHI,Robo de carros,2022-08-01,8
CARCHI,Robo a domicilio,2022-08-01,4
CARCHI,Robo a unidades económicas,2022-08-01,1
COTOPAXI,Robo a personas,2022-08-01,27
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,17
COTOPAXI,Robo de motos,2022-08-01,7
COTOPAXI,Robo de carros,2022-08-01,9
COTOPAXI,Robo a domicilio,2022-08-01,8
COTOPAXI,Robo a unidades económicas,2022-08-01,6
CHIMBORAZO,Robo a personas,2022-08-01,45
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,17
CHIMBORAZO,Robo de motos,2022-08-01,8
CHIMBORAZO,Robo de carros,2022-08-01,6
CHIMBORAZO,Robo a domicilio,2022-08-01,18
CHIMBORAZO,Robo a unidades económicas,2022-08-01,14
EL ORO,Robo a personas,2022-08-01,165
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,14
EL ORO,Robo de motos,2022-08-01,110
EL ORO,Robo de carros,2022-08-01,23
EL ORO,Robo a domicilio,2022-08-01,47
EL ORO,Robo a unidades económicas,2022-08-01,19
ESMERALDAS,Robo a personas,2022-08-01,96
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,8
ESMERALDAS,Robo de motos,2022-08-01,119
ESMERALDAS,Robo de carros,2022-08-01,4
ESMERALDAS,Robo a domicilio,2022-08-01,46
ESMERALDAS,Robo a unidades económicas,2022-08-01,24
GUAYAS,Robo a personas,2022-08-01,1117
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,200
GUAYAS,Robo de motos,2022-08-01,496
GUAYAS,Robo de carros,2022-08-01,406
GUAYAS,Robo a domicilio,2022-08-01,135
GUAYAS,Robo a unidades económicas,2022-08-01,63
IMBABURA,Robo a personas,2022-08-01,51
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,11
IMBABURA,Robo de motos,2022-08-01,7
IMBABURA,Robo de carros,2022-08-01,4
IMBABURA,Robo a domicilio,2022-08-01,21
IMBABURA,Robo a unidades económicas,2022-08-01,11
LOJA,Robo a personas,2022-08-01,26
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,11
LOJA,Robo de motos,2022-08-01,5
LOJA,Robo de carros,2022-08-01,1
LOJA,Robo a domicilio,2022-08-01,34
LOJA,Robo a unidades económicas,2022-08-01,7
LOS RIOS,Robo a personas,2022-08-01,152
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,9
LOS RIOS,Robo de motos,2022-08-01,243
LOS RIOS,Robo de carros,2022-08-01,129
LOS RIOS,Robo a domicilio,2022-08-01,35
LOS RIOS,Robo a unidades económicas,2022-08-01,20
MANABI,Robo a personas,2022-08-01,105
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,17
MANABI,Robo de motos,2022-08-01,98
MANABI,Robo de carros,2022-08-01,60
MANABI,Robo a domicilio,2022-08-01,47
MANABI,Robo a unidades económicas,2022-08-01,41
MORONA SANTIAGO,Robo a personas,2022-08-01,4
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,0
MORONA SANTIAGO,Robo de motos,2022-08-01,1
MORONA SANTIAGO,Robo de carros,2022-08-01,1
MORONA SANTIAGO,Robo a domicilio,2022-08-01,11
MORONA SANTIAGO,Robo a unidades económicas,2022-08-01,4
NAPO,Robo a personas,2022-08-01,7
