provincia,delitos_de_mayor_incidencia,fecha,denuncias
SUCUMBIOS,Robo a unidades económicas,2024-02-01,4
ORELLANA,Robo a personas,2024-02-01,14
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,1
ORELLANA,Robo de motos,2024-02-01,13
ORELLANA,Robo de carros,2024-02-01,2
ORELLANA,Robo a domicilio,2024-02-01,10
ORELLANA,Robo a unidades económicas,2024-02-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2024-02-01,35
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2024-02-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2024-02-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2024-02-01,8
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2024-02-01,7
SANTA ELENA,Robo a personas,2024-02-01,65
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,16
SANTA ELENA,Robo de motos,2024-02-01,32
SANTA ELENA,Robo de carros,2024-02-01,8
SANTA ELENA,Robo a domicilio,2024-02-01,22
SANTA ELENA,Robo a unidades económicas,2024-02-01,14
NACIONAL,Robo a personas,2024-02-01,2011
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,562
NACIONAL,Robo de motos,2024-02-01,1045
NACIONAL,Robo de carros,2024-02-01,652
NACIONAL,Robo a domicilio,2024-02-01,471
NACIONAL,Robo a unidades económicas,2024-02-01,379
AZUAY,Robo a personas,2024-03-01,47
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,18
AZUAY,Robo de motos,2024-03-01,12
AZUAY,Robo de carros,2024-03-01,10
AZUAY,Robo a domicilio,2024-03-01,11
AZUAY,Robo a unidades económicas,2024-03-01,8
BOLIVAR,Robo a personas,2024-03-01,6
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,0
BOLIVAR,Robo de motos,2024-03-01,2
BOLIVAR,Robo de carros,2024-03-01,0
BOLIVAR,Robo a domicilio,2024-03-01,3
BOLIVAR,Robo a unidades económicas,2024-03-01,0
CANAR,Robo a personas,2024-03-01,26
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,3
CANAR,Robo de motos,2024-03-01,20
CANAR,Robo de carros,2024-03-01,6
CANAR,Robo a domicilio,2024-03-01,11
CANAR,Robo a unidades económicas,2024-03-01,6
CARCHI,Robo a personas,2024-03-01,7
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,2
CARCHI,Robo de motos,2024-03-01,0
CARCHI,Robo de carros,2024-03-01,1
CARCHI,Robo a domicilio,2024-03-01,2
CARCHI,Robo a unidades económicas,2024-03-01,2
COTOPAXI,Robo a personas,2024-03-01,25
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,12
COTOPAXI,Robo de motos,2024-03-01,7
COTOPAXI,Robo de carros,2024-03-01,3
COTOPAXI,Robo a domicilio,2024-03-01,2
COTOPAXI,Robo a unidades económicas,2024-03-01,5
CHIMBORAZO,Robo a personas,2024-03-01,50
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,29
CHIMBORAZO,Robo de motos,2024-03-01,4
CHIMBORAZO,Robo de carros,2024-03-01,4
CHIMBORAZO,Robo a domicilio,2024-03-01,4
CHIMBORAZO,Robo a unidades económicas,2024-03-01,4
EL ORO,Robo a personas,2024-03-01,161
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,14
EL ORO,Robo de motos,2024-03-01,92
EL ORO,Robo de carros,2024-03-01,22
EL ORO,Robo a domicilio,2024-03-01,29
EL ORO,Robo a unidades económicas,2024-03-01,30
ESMERALDAS,Robo a personas,2024-03-01,41
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,8
ESMERALDAS,Robo de motos,2024-03-01,17
ESMERALDAS,Robo de carros,2024-03-01,4
ESMERALDAS,Robo a domicilio,2024-03-01,27
ESMERALDAS,Robo a unidades económicas,2024-03-01,8
GUAYAS,Robo a personas,2024-03-01,904
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,227
GUAYAS,Robo de motos,2024-03-01,558
GUAYAS,Robo de carros,2024-03-01,295
GUAYAS,Robo a domicilio,2024-03-01,197
GUAYAS,Robo a unidades económicas,2024-03-01,145
IMBABURA,Robo a personas,2024-03-01,23
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,15
IMBABURA,Robo de motos,2024-03-01,29
IMBABURA,Robo de carros,2024-03-01,6
IMBABURA,Robo a domicilio,2024-03-01,14
IMBABURA,Robo a unidades económicas,2024-03-01,16
LOJA,Robo a personas,2024-03-01,19
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,3
LOJA,Robo de motos,2024-03-01,1
LOJA,Robo de carros,2024-03-01,0
LOJA,Robo a domicilio,2024-03-01,6
LOJA,Robo a unidades económicas,2024-03-01,2
LOS RIOS,Robo a personas,2024-03-01,109
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,18
LOS RIOS,Robo de motos,2024-03-01,189
LOS RIOS,Robo de carros,2024-03-01,62
LOS RIOS,Robo a domicilio,2024-03-01,17
LOS RIOS,Robo a unidades económicas,2024-03-01,20
MANABI,Robo a personas,2024-03-01,99
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,24
MANABI,Robo de motos,2024-03-01,84
MANABI,Robo de carros,2024-03-01,55
MANABI,Robo a domicilio,2024-03-01,43
MANABI,Robo a unidades económicas,2024-03-01,28
MORONA SANTIAGO,Robo a personas,2024-03-01,4
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,2
MORONA SANTIAGO,Robo de motos,2024-03-01,0
MORONA SANTIAGO,Robo de carros,2024-03-01,0
MORONA SANTIAGO,Robo a domicilio,2024-03-01,7
MORONA SANTIAGO,Robo a unidades económicas,2024-03-01,5
NAPO,Robo a personas,2024-03-01,8
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,2
NAPO,Robo de motos,2024-03-01,2
NAPO,Robo de carros,2024-03-01,0
NAPO,Robo a domicilio,2024-03-01,1
NAPO,Robo a unidades económicas,2024-03-01,3
PASTAZA,Robo a personas,2024-03-01,8
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,4
PASTAZA,Robo de motos,2024-03-01,1
PASTAZA,Robo de carros,2024-03-01,0
PASTAZA,Robo a domicilio,2024-03-01,3
PASTAZA,Robo a unidades económicas,2024-03-01,0
PICHINCHA,Robo a personas,2024-03-01,486
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,233
PICHINCHA,Robo de motos,2024-03-01,114
PICHINCHA,Robo de carros,2024-03-01,240
PICHINCHA,Robo a domicilio,2024-03-01,74
PICHINCHA,Robo a unidades económicas,2024-03-01,108
TUNGURAHUA,Robo a personas,2024-03-01,29
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,5
TUNGURAHUA,Robo de motos,2024-03-01,3
TUNGURAHUA,Robo de carros,2024-03-01,7
TUNGURAHUA,Robo a domicilio,2024-03-01,4
TUNGURAHUA,Robo a unidades económicas,2024-03-01,3
ZAMORA CHINCHIPE,Robo a personas,2024-03-01,1
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,1
ZAMORA CHINCHIPE,Robo de motos,2024-03-01,4
ZAMORA CHINCHIPE,Robo de carros,2024-03-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2024-03-01,2
ZAMORA CHINCHIPE,Robo a unidades económicas,2024-03-01,2
GALAPAGOS,Robo a personas,2024-03-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,0
GALAPAGOS,Robo de motos,2024-03-01,0
GALAPAGOS,Robo de carros,2024-03-01,0
GALAPAGOS,Robo a domicilio,2024-03-01,2
GALAPAGOS,Robo a unidades económicas,2024-03-01,1
SUCUMBIOS,Robo a personas,2024-03-01,13
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,6
SUCUMBIOS,Robo de motos,2024-03-01,21
SUCUMBIOS,Robo de carros,2024-03-01,4
SUCUMBIOS,Robo a domicilio,2024-03-01,11
SUCUMBIOS,Robo a unidades económicas,2024-03-01,9
ORELLANA,Robo a personas,2024-03-01,10
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,0
ORELLANA,Robo de motos,2024-03-01,14
ORELLANA,Robo de carros,2024-03-01,1
ORELLANA,Robo a domicilio,2024-03-01,7
ORELLANA,Robo a unidades económicas,2024-03-01,2
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2024-03-01,20
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,4
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2024-03-01,10
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2024-03-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2024-03-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2024-03-01,1
SANTA ELENA,Robo a personas,2024-03-01,60
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,13
SANTA ELENA,Robo de motos,2024-03-01,24
SANTA ELENA,Robo de carros,2024-03-01,13
SANTA ELENA,Robo a domicilio,2024-03-01,27
SANTA ELENA,Robo a unidades económicas,2024-03-01,24
NACIONAL,Robo a personas,2024-03-01,2156
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2024-03-01,643
NACIONAL,Robo de motos,2024-03-01,1208
NACIONAL,Robo de carros,2024-03-01,738
NACIONAL,Robo a domicilio,2024-03-01,511
NACIONAL,Robo a unidades económicas,2024-03-01,432
AZUAY,Robo a personas,2024-04-01,42
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,21
AZUAY,Robo de motos,2024-04-01,19
AZUAY,Robo de carros,2024-04-01,9
AZUAY,Robo a domicilio,2024-04-01,12
AZUAY,Robo a unidades económicas,2024-04-01,15
BOLIVAR,Robo a personas,2024-04-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,1
BOLIVAR,Robo de motos,2024-04-01,2
BOLIVAR,Robo de carros,2024-04-01,2
BOLIVAR,Robo a domicilio,2024-04-01,1
BOLIVAR,Robo a unidades económicas,2024-04-01,1
CANAR,Robo a personas,2024-04-01,25
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,6
CANAR,Robo de motos,2024-04-01,24
CANAR,Robo de carros,2024-04-01,1
CANAR,Robo a domicilio,2024-04-01,10
CANAR,Robo a unidades económicas,2024-04-01,6
CARCHI,Robo a personas,2024-04-01,5
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,1
CARCHI,Robo de motos,2024-04-01,1
CARCHI,Robo de carros,2024-04-01,0
CARCHI,Robo a domicilio,2024-04-01,2
CARCHI,Robo a unidades económicas,2024-04-01,0
COTOPAXI,Robo a personas,2024-04-01,28
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,12
COTOPAXI,Robo de motos,2024-04-01,6
COTOPAXI,Robo de carros,2024-04-01,8
COTOPAXI,Robo a domicilio,2024-04-01,6
COTOPAXI,Robo a unidades económicas,2024-04-01,2
CHIMBORAZO,Robo a personas,2024-04-01,53
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,25
CHIMBORAZO,Robo de motos,2024-04-01,4
CHIMBORAZO,Robo de carros,2024-04-01,5
CHIMBORAZO,Robo a domicilio,2024-04-01,11
CHIMBORAZO,Robo a unidades económicas,2024-04-01,4
EL ORO,Robo a personas,2024-04-01,131
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,10
EL ORO,Robo de motos,2024-04-01,91
EL ORO,Robo de carros,2024-04-01,31
EL ORO,Robo a domicilio,2024-04-01,24
EL ORO,Robo a unidades económicas,2024-04-01,36
ESMERALDAS,Robo a personas,2024-04-01,34
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,7
ESMERALDAS,Robo de motos,2024-04-01,31
ESMERALDAS,Robo de carros,2024-04-01,8
ESMERALDAS,Robo a domicilio,2024-04-01,29
ESMERALDAS,Robo a unidades económicas,2024-04-01,6
GUAYAS,Robo a personas,2024-04-01,979
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,196
GUAYAS,Robo de motos,2024-04-01,657
GUAYAS,Robo de carros,2024-04-01,304
GUAYAS,Robo a domicilio,2024-04-01,199
GUAYAS,Robo a unidades económicas,2024-04-01,154
IMBABURA,Robo a personas,2024-04-01,28
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,16
IMBABURA,Robo de motos,2024-04-01,24
IMBABURA,Robo de carros,2024-04-01,8
IMBABURA,Robo a domicilio,2024-04-01,8
IMBABURA,Robo a unidades económicas,2024-04-01,12
LOJA,Robo a personas,2024-04-01,6
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,2
LOJA,Robo de motos,2024-04-01,1
LOJA,Robo de carros,2024-04-01,2
LOJA,Robo a domicilio,2024-04-01,7
LOJA,Robo a unidades económicas,2024-04-01,1
LOS RIOS,Robo a personas,2024-04-01,99
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,16
LOS RIOS,Robo de motos,2024-04-01,205
LOS RIOS,Robo de carros,2024-04-01,76
LOS RIOS,Robo a domicilio,2024-04-01,16
LOS RIOS,Robo a unidades económicas,2024-04-01,19
MANABI,Robo a personas,2024-04-01,107
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,31
MANABI,Robo de motos,2024-04-01,101
MANABI,Robo de carros,2024-04-01,48
MANABI,Robo a domicilio,2024-04-01,45
MANABI,Robo a unidades económicas,2024-04-01,36
MORONA SANTIAGO,Robo a personas,2024-04-01,7
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,2
MORONA SANTIAGO,Robo de motos,2024-04-01,2
MORONA SANTIAGO,Robo de carros,2024-04-01,1
MORONA SANTIAGO,Robo a domicilio,2024-04-01,11
MORONA SANTIAGO,Robo a unidades económicas,2024-04-01,4
NAPO,Robo a personas,2024-04-01,4
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,0
NAPO,Robo de motos,2024-04-01,2
NAPO,Robo de carros,2024-04-01,0
NAPO,Robo a domicilio,2024-04-01,8
NAPO,Robo a unidades económicas,2024-04-01,1
PASTAZA,Robo a personas,2024-04-01,8
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,3
PASTAZA,Robo de motos,2024-04-01,0
PASTAZA,Robo de carros,2024-04-01,0
PASTAZA,Robo a domicilio,2024-04-01,1
PASTAZA,Robo a unidades económicas,2024-04-01,1
PICHINCHA,Robo a personas,2024-04-01,543
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,210
PICHINCHA,Robo de motos,2024-04-01,92
PICHINCHA,Robo de carros,2024-04-01,243
PICHINCHA,Robo a domicilio,2024-04-01,85
PICHINCHA,Robo a unidades económicas,2024-04-01,111
TUNGURAHUA,Robo a personas,2024-04-01,22
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,1
TUNGURAHUA,Robo de motos,2024-04-01,3
TUNGURAHUA,Robo de carros,2024-04-01,1
TUNGURAHUA,Robo a domicilio,2024-04-01,8
TUNGURAHUA,Robo a unidades económicas,2024-04-01,2
ZAMORA CHINCHIPE,Robo a personas,2024-04-01,3
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,1
ZAMORA CHINCHIPE,Robo de motos,2024-04-01,2
ZAMORA CHINCHIPE,Robo de carros,2024-04-01,1
ZAMORA CHINCHIPE,Robo a domicilio,2024-04-01,1
ZAMORA CHINCHIPE,Robo a unidades económicas,2024-04-01,2
GALAPAGOS,Robo a personas,2024-04-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,2
GALAPAGOS,Robo de motos,2024-04-01,0
GALAPAGOS,Robo de carros,2024-04-01,0
GALAPAGOS,Robo a domicilio,2024-04-01,0
GALAPAGOS,Robo a unidades económicas,2024-04-01,0
SUCUMBIOS,Robo a personas,2024-04-01,26
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,4
SUCUMBIOS,Robo de motos,2024-04-01,29
SUCUMBIOS,Robo de carros,2024-04-01,1
SUCUMBIOS,Robo a domicilio,2024-04-01,8
SUCUMBIOS,Robo a unidades económicas,2024-04-01,7
ORELLANA,Robo a personas,2024-04-01,8
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,1
ORELLANA,Robo de motos,2024-04-01,15
ORELLANA,Robo de carros,2024-04-01,0
ORELLANA,Robo a domicilio,2024-04-01,9
ORELLANA,Robo a unidades económicas,2024-04-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2024-04-01,23
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,3
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2024-04-01,12
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2024-04-01,3
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2024-04-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2024-04-01,9
SANTA ELENA,Robo a personas,2024-04-01,74
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,7
SANTA ELENA,Robo de motos,2024-04-01,21
SANTA ELENA,Robo de carros,2024-04-01,7
SANTA ELENA,Robo a domicilio,2024-04-01,26
SANTA ELENA,Robo a unidades económicas,2024-04-01,15
NACIONAL,Robo a personas,2024-04-01,2257
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2024-04-01,578
NACIONAL,Robo de motos,2024-04-01,1344
NACIONAL,Robo de carros,2024-04-01,759
NACIONAL,Robo a domicilio,2024-04-01,536
NACIONAL,Robo a unidades económicas,2024-04-01,449
AZUAY,Robo a personas,2024-05-01,52
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,23
AZUAY,Robo de motos,2024-05-01,19
AZUAY,Robo de carros,2024-05-01,8
AZUAY,Robo a domicilio,2024-05-01,19
AZUAY,Robo a unidades económicas,2024-05-01,19
BOLIVAR,Robo a personas,2024-05-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,0
BOLIVAR,Robo de motos,2024-05-01,4
BOLIVAR,Robo de carros,2024-05-01,0
BOLIVAR,Robo a domicilio,2024-05-01,0
BOLIVAR,Robo a unidades económicas,2024-05-01,0
CANAR,Robo a personas,2024-05-01,31
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,4
CANAR,Robo de motos,2024-05-01,9
CANAR,Robo de carros,2024-05-01,2
CANAR,Robo a domicilio,2024-05-01,17
CANAR,Robo a unidades económicas,2024-05-01,9
CARCHI,Robo a personas,2024-05-01,4
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,2
CARCHI,Robo de motos,2024-05-01,0
CARCHI,Robo de carros,2024-05-01,3
CARCHI,Robo a domicilio,2024-05-01,3
CARCHI,Robo a unidades económicas,2024-05-01,2
COTOPAXI,Robo a personas,2024-05-01,36
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,14
COTOPAXI,Robo de motos,2024-05-01,5
COTOPAXI,Robo de carros,2024-05-01,5
COTOPAXI,Robo a domicilio,2024-05-01,1
COTOPAXI,Robo a unidades económicas,2024-05-01,6
CHIMBORAZO,Robo a personas,2024-05-01,51
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,24
CHIMBORAZO,Robo de motos,2024-05-01,1
CHIMBORAZO,Robo de carros,2024-05-01,7
CHIMBORAZO,Robo a domicilio,2024-05-01,14
CHIMBORAZO,Robo a unidades económicas,2024-05-01,3
EL ORO,Robo a personas,2024-05-01,130
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,6
EL ORO,Robo de motos,2024-05-01,85
EL ORO,Robo de carros,2024-05-01,38
EL ORO,Robo a domicilio,2024-05-01,24
EL ORO,Robo a unidades económicas,2024-05-01,26
ESMERALDAS,Robo a personas,2024-05-01,28
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,4
ESMERALDAS,Robo de motos,2024-05-01,27
ESMERALDAS,Robo de carros,2024-05-01,4
ESMERALDAS,Robo a domicilio,2024-05-01,25
ESMERALDAS,Robo a unidades económicas,2024-05-01,8
GUAYAS,Robo a personas,2024-05-01,975
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,253
GUAYAS,Robo de motos,2024-05-01,689
GUAYAS,Robo de carros,2024-05-01,325
GUAYAS,Robo a domicilio,2024-05-01,158
GUAYAS,Robo a unidades económicas,2024-05-01,127
IMBABURA,Robo a personas,2024-05-01,39
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,6
IMBABURA,Robo de motos,2024-05-01,21
IMBABURA,Robo de carros,2024-05-01,14
IMBABURA,Robo a domicilio,2024-05-01,14
IMBABURA,Robo a unidades económicas,2024-05-01,6
LOJA,Robo a personas,2024-05-01,16
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,2
LOJA,Robo de motos,2024-05-01,0
LOJA,Robo de carros,2024-05-01,0
LOJA,Robo a domicilio,2024-05-01,2
LOJA,Robo a unidades económicas,2024-05-01,2
LOS RIOS,Robo a personas,2024-05-01,107
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,17
LOS RIOS,Robo de motos,2024-05-01,282
LOS RIOS,Robo de carros,2024-05-01,43
LOS RIOS,Robo a domicilio,2024-05-01,21
LOS RIOS,Robo a unidades económicas,2024-05-01,10
MANABI,Robo a personas,2024-05-01,111
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,31
MANABI,Robo de motos,2024-05-01,103
MANABI,Robo de carros,2024-05-01,47
MANABI,Robo a domicilio,2024-05-01,48
MANABI,Robo a unidades económicas,2024-05-01,23
MORONA SANTIAGO,Robo a personas,2024-05-01,7
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,2
MORONA SANTIAGO,Robo de motos,2024-05-01,2
MORONA SANTIAGO,Robo de carros,2024-05-01,0
MORONA SANTIAGO,Robo a domicilio,2024-05-01,4
MORONA SANTIAGO,Robo a unidades económicas,2024-05-01,3
NAPO,Robo a personas,2024-05-01,5
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,3
NAPO,Robo de motos,2024-05-01,1
NAPO,Robo de carros,2024-05-01,1
NAPO,Robo a domicilio,2024-05-01,3
NAPO,Robo a unidades económicas,2024-05-01,3
PASTAZA,Robo a personas,2024-05-01,7
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,1
PASTAZA,Robo de motos,2024-05-01,0
PASTAZA,Robo de carros,2024-05-01,0
PASTAZA,Robo a domicilio,2024-05-01,8
PASTAZA,Robo a unidades económicas,2024-05-01,0
PICHINCHA,Robo a personas,2024-05-01,628
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,237
PICHINCHA,Robo de motos,2024-05-01,111
PICHINCHA,Robo de carros,2024-05-01,264
PICHINCHA,Robo a domicilio,2024-05-01,98
PICHINCHA,Robo a unidades económicas,2024-05-01,98
TUNGURAHUA,Robo a personas,2024-05-01,21
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,2
TUNGURAHUA,Robo de motos,2024-05-01,1
TUNGURAHUA,Robo de carros,2024-05-01,6
TUNGURAHUA,Robo a domicilio,2024-05-01,3
TUNGURAHUA,Robo a unidades económicas,2024-05-01,1
ZAMORA CHINCHIPE,Robo a personas,2024-05-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,0
ZAMORA CHINCHIPE,Robo de motos,2024-05-01,0
ZAMORA CHINCHIPE,Robo de carros,2024-05-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2024-05-01,0
ZAMORA CHINCHIPE,Robo a unidades económicas,2024-05-01,2
GALAPAGOS,Robo a personas,2024-05-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,0
GALAPAGOS,Robo de motos,2024-05-01,0
GALAPAGOS,Robo de carros,2024-05-01,0
GALAPAGOS,Robo a domicilio,2024-05-01,1
GALAPAGOS,Robo a unidades económicas,2024-05-01,0
SUCUMBIOS,Robo a personas,2024-05-01,17
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-05-01,9
